customer_id,first_name,last_name,email,phone,birth_date,city,country,postal_code,segment,registration_date,last_login,is_verified,accepts_marketing
34,Mateo,Fernández,mateo.fernández34@email.com,+1 993-784-2821,1990-06-13,Córdoba,Colombia,90703,Platinum,2020-01-04,2023-11-18,true,0
35,Sofía,Fernández,sofía.fernández35@email.com,+1 775-778-3295,1964-12-30,Mendoza,Chile,75793,Silver,2021-08-17,2023-02-21,false,0
36,Gabriel,Torres,gabriel.torres36@email.com,+1 476-700-6640,1973-10-21,Santa Fe,Argentina,98161,Silver,2024-04-06,2025-07-07,false,0
37,Camila,López,camila.lópez37@email.com,+1 229-461-1519,1963-06-10,Salta,Argentina,53105,Gold,2022-04-09,2024-08-13,false,0
38,Mateo,González,mateo.gonzález38@email.com,+1 476-270-8751,1961-08-03,Neuquén,Argentina,99915,Gold,2020-11-17,2023-01-05,true,1
39,Diego,Rodríguez,diego.rodríguez39@email.com,+1 582-822-7415,1997-07-19,La Plata,Uruguay,58903,Platinum,2021-04-14,2023-10-25,false,1
40,Mateo,Martínez,mateo.martínez40@email.com,+1 555-434-5130,2004-10-14,Salta,Chile,36924,Platinum,2020-04-18,2024-09-30,true,1
41,Carlos,Rodríguez,carlos.rodríguez41@email.com,+1 585-465-9427,1966-07-28,Buenos Aires,Chile,54604,Bronze,2022-11-07,2024-08-15,true,0
42,Diego,García,diego.garcía42@email.com,+1 612-206-9342,2002-03-03,Tucumán,Colombia,75777,Platinum,2021-03-17,2024-07-30,true,0
43,Lucas,Ramírez,lucas.ramírez43@email.com,+1 798-559-7637,1984-02-11,Santa Fe,México,15697,Platinum,2024-02-07,2024-07-30,true,0
44,Diego,Pérez,diego.pérez44@email.com,+1 225-408-7849,1963-10-11,Neuquén,Colombia,71704,Gold,2021-06-28,2023-01-01,false,1
45,Camila,Torres,camila.torres45@email.com,+1 786-318-9666,1984-05-19,Mar del Plata,Perú,60413,Platinum,2020-12-08,2023-08-03,true,0
46,Mateo,Torres,mateo.torres46@email.com,+1 313-259-5521,1993-12-27,La Plata,Perú,98289,Gold,2023-06-22,2024-04-11,true,0
47,Lucía,Pérez,lucía.pérez47@email.com,+1 898-912-8678,1967-09-02,Tucumán,Colombia,59609,Bronze,2023-10-14,2025-11-08,true,1
48,Carlos,Sánchez,carlos.sánchez48@email.com,+1 907-237-3555,1981-02-23,Rosario,Argentina,43457,Platinum,2023-09-30,2024-01-22,true,0
49,Gabriel,González,gabriel.gonzález49@email.com,+1 877-272-2230,1966-12-09,Santa Fe,Chile,66162,Silver,2021-01-02,2021-11-09,true,0
50,Lucía,Torres,lucía.torres50@email.com,+1 494-763-1352,1963-09-17,Salta,Argentina,58023,Platinum,2024-04-08,2024-11-15,true,0
51,Pedro,López,pedro.lópez51@email.com,+1 749-416-6160,1980-02-18,Buenos Aires,Colombia,94046,Platinum,2021-05-23,2022-11-01,true,1
52,Lucía,García,lucía.garcía52@email.com,+1 516-433-7049,1999-10-29,Córdoba,México,12592,Bronze,2021-04-18,2024-04-14,true,0
53,Valentina,Sánchez,valentina.sánchez53@email.com,+1 416-565-5114,1964-10-07,Santa Fe,Argentina,94358,Silver,2022-02-10,2024-11-04,false,1
54,Carlos,Fernández,carlos.fernández54@email.com,+1 752-734-6043,1994-05-18,Mar del Plata,Argentina,96445,Bronze,2022-08-27,2025-05-29,false,0
55,Lucía,Sánchez,lucía.sánchez55@email.com,+1 845-636-1038,1972-04-28,Mendoza,Argentina,54236,Gold,2023-07-26,2025-12-07,false,1
56,Valentina,González,valentina.gonzález56@email.com,+1 774-448-9560,1962-04-12,La Plata,Uruguay,20000,Silver,2021-10-31,2023-01-05,false,0
57,Camila,Martínez,camila.martínez57@email.com,+1 834-984-1058,1992-03-31,Córdoba,Uruguay,50627,Silver,2022-09-06,2022-12-05,true,0
58,Lucía,Pérez,lucía.pérez58@email.com,+1 720-876-4578,1973-08-25,La Plata,Colombia,19265,Gold,2020-10-17,2024-01-04,true,0
59,Pedro,Fernández,pedro.fernández59@email.com,+1 440-893-3870,1961-01-14,Córdoba,Argentina,23733,Gold,2020-08-21,2022-12-06,true,1
60,Camila,Sánchez,camila.sánchez60@email.com,+1 502-344-2616,1970-10-08,Tucumán,Chile,23898,Platinum,2024-02-26,2025-05-01,true,1
61,Ana,Martínez,ana.martínez61@email.com,+1 964-757-1156,2005-10-03,Tucumán,Chile,32795,Gold,2024-05-02,2025-03-06,false,1
62,Pedro,Fernández,pedro.fernández62@email.com,+1 389-549-1643,1981-01-12,Buenos Aires,Argentina,23227,Bronze,2023-09-30,2024-10-22,false,0
63,Valentina,García,valentina.garcía63@email.com,+1 598-734-5707,1967-08-03,Rosario,Chile,21796,Bronze,2022-03-09,2024-04-14,false,1
64,Camila,López,camila.lópez64@email.com,+1 902-308-3585,1977-05-01,Rosario,México,65933,Platinum,2020-05-10,2021-02-20,true,0
65,Valentina,Martínez,valentina.martínez65@email.com,+1 766-269-1959,1997-01-19,Mendoza,Chile,47996,Bronze,2023-10-26,2024-11-27,false,1
66,Valentina,Fernández,valentina.fernández66@email.com,+1 841-127-1140,1988-08-07,Tucumán,Colombia,40268,Platinum,2023-12-18,2025-11-06,false,0
67,Carlos,Torres,carlos.torres67@email.com,+1 906-712-8378,2000-05-06,La Plata,Perú,86586,Gold,2021-04-03,2023-12-10,true,1
68,Pedro,Ramírez,pedro.ramírez68@email.com,+1 971-900-1902,2005-07-16,Rosario,Colombia,14220,Platinum,2023-10-24,2024-03-16,false,1
69,Diego,López,diego.lópez69@email.com,+1 788-176-4105,1990-09-15,La Plata,Chile,95453,Platinum,2023-04-05,2023-06-20,false,0
70,Camila,Fernández,camila.fernández70@email.com,+1 458-693-1405,1968-12-28,Rosario,Argentina,94898,Silver,2020-09-12,2023-12-16,true,0
71,Lucas,González,lucas.gonzález71@email.com,+1 406-867-5728,1993-02-02,Buenos Aires,Argentina,63967,Silver,2022-12-16,2023-04-10,true,0
72,Mateo,González,mateo.gonzález72@email.com,+1 947-852-4742,1993-05-16,Mendoza,Perú,11593,Bronze,2020-09-01,2021-12-20,true,0
73,Sofía,Pérez,sofía.pérez73@email.com,+1 670-473-5956,1976-06-04,Santa Fe,Uruguay,90454,Silver,2020-03-17,2020-11-09,true,1
74,Lucía,Martínez,lucía.martínez74@email.com,+1 239-946-7673,1977-09-14,Salta,México,62181,Platinum,2020-10-30,2024-11-26,false,1
75,Valentina,Ramírez,valentina.ramírez75@email.com,+1 214-400-5973,1971-11-07,Córdoba,Chile,79748,Platinum,2020-04-05,2020-07-15,false,1
76,Ana,Sánchez,ana.sánchez76@email.com,+1 225-870-5431,1986-03-11,Tucumán,Argentina,34215,Silver,2024-02-27,2024-04-05,true,0
77,Lucas,Sánchez,lucas.sánchez77@email.com,+1 696-414-8716,1968-04-29,La Plata,Chile,11795,Platinum,2020-07-12,2021-11-12,false,1
78,Mateo,Fernández,mateo.fernández78@email.com,+1 980-626-7967,2004-08-21,Tucumán,Argentina,52804,Bronze,2021-06-22,2022-06-06,true,1
79,Gabriel,Fernández,gabriel.fernández79@email.com,+1 327-825-9524,1977-05-12,Rosario,Uruguay,61889,Silver,2023-03-12,2025-02-09,true,0
80,Lucas,Fernández,lucas.fernández80@email.com,+1 542-466-9884,1990-03-04,Tucumán,Argentina,68574,Gold,2020-02-14,2025-07-20,false,1
81,Martín,Pérez,martín.pérez81@email.com,+1 256-111-6506,1991-08-26,La Plata,Argentina,66079,Gold,2021-08-29,2024-07-18,true,1
82,Gabriel,Martínez,gabriel.martínez82@email.com,+1 939-459-2277,1961-08-23,Rosario,Argentina,83004,Silver,2023-09-18,2024-11-13,false,0
83,Pedro,García,pedro.garcía83@email.com,+1 522-660-2325,2000-03-20,Buenos Aires,Chile,15071,Silver,2022-04-11,2023-06-09,true,0
84,Mateo,García,mateo.garcía84@email.com,+1 438-665-6029,1971-03-28,Tucumán,Perú,65668,Platinum,2023-06-08,2023-07-02,true,0
85,Gabriel,Fernández,gabriel.fernández85@email.com,+1 456-858-6677,1998-12-04,Mendoza,Perú,21836,Silver,2020-12-20,2024-03-09,true,0
86,Mateo,Ramírez,mateo.ramírez86@email.com,+1 467-703-7793,1984-03-15,Córdoba,Argentina,69360,Bronze,2022-07-13,2023-11-08,true,1
87,Sofía,Torres,sofía.torres87@email.com,+1 250-161-5522,1998-08-24,La Plata,Chile,37130,Gold,2024-05-16,2025-01-14,false,1
88,Laura,Sánchez,laura.sánchez88@email.com,+1 866-922-2403,1985-09-24,Salta,Colombia,39213,Gold,2021-11-28,2023-08-21,true,1
89,Valentina,Martínez,valentina.martínez89@email.com,+1 766-775-8662,1997-07-07,Buenos Aires,Colombia,76519,Bronze,2020-11-04,2022-05-30,true,0
90,Martín,Torres,martín.torres90@email.com,+1 948-391-5770,1993-03-25,Mar del Plata,Argentina,18462,Silver,2023-03-19,2023-08-09,false,1
91,Gabriel,Martínez,gabriel.martínez91@email.com,+1 351-609-4765,1985-12-15,Salta,México,36765,Gold,2021-01-30,2022-08-28,true,0
92,Juan,Sánchez,juan.sánchez92@email.com,+1 788-881-1047,1996-05-06,Rosario,Perú,25706,Bronze,2022-02-04,2025-04-26,true,0
93,Valentina,Rodríguez,valentina.rodríguez93@email.com,+1 660-410-3736,1967-11-14,Mar del Plata,Uruguay,54249,Platinum,2021-11-27,2022-10-07,false,0
94,Laura,López,laura.lópez94@email.com,+1 205-824-8815,1963-05-02,La Plata,Argentina,24398,Silver,2020-06-12,2023-09-02,false,0
95,Laura,González,laura.gonzález95@email.com,+1 830-679-6675,1963-01-09,Neuquén,México,35744,Gold,2020-10-04,2022-01-11,true,1
96,Gabriel,Martínez,gabriel.martínez96@email.com,+1 426-884-9141,1996-06-29,Rosario,Uruguay,34730,Bronze,2021-07-04,2022-10-06,true,1
97,Ana,Pérez,ana.pérez97@email.com,+1 953-204-9135,1967-10-30,La Plata,Colombia,98212,Silver,2020-12-24,2022-05-01,false,1
98,Lucas,Martínez,lucas.martínez98@email.com,+1 396-793-4087,1983-08-27,Salta,Argentina,31703,Bronze,2024-05-06,2026-01-09,true,1
99,Lucía,Torres,lucía.torres99@email.com,+1 517-983-8070,1996-02-23,Santa Fe,Argentina,96753,Gold,2020-04-18,2025-02-07,true,0
100,Ana,Fernández,ana.fernández100@email.com,+1 748-387-6074,1991-01-15,Mendoza,Perú,84461,Bronze,2023-11-02,2023-12-01,true,0
101,Sofía,Torres,sofía.torres101@email.com,+1 583-548-4331,1985-08-08,Tucumán,Colombia,45613,Silver,2022-05-06,2023-03-11,true,1
102,Lucas,Sánchez,lucas.sánchez102@email.com,+1 636-334-9107,1980-06-06,La Plata,Colombia,51231,Gold,2022-11-09,2023-05-18,true,0
103,Martín,García,martín.garcía103@email.com,+1 787-107-1143,1964-10-13,Tucumán,Uruguay,36369,Platinum,2023-04-15,2024-06-30,true,1
104,Mateo,Fernández,mateo.fernández104@email.com,+1 548-611-4720,2005-08-20,Tucumán,México,24881,Bronze,2023-08-26,2023-12-27,true,1
105,Juan,Martínez,juan.martínez105@email.com,+1 799-595-8650,1993-08-11,Santa Fe,Chile,19516,Gold,2020-08-03,2022-08-02,false,1
106,Juan,López,juan.lópez106@email.com,+1 969-286-6345,1979-06-04,Santa Fe,Argentina,81756,Gold,2023-12-24,2025-03-25,true,0
107,Sofía,Fernández,sofía.fernández107@email.com,+1 316-665-4820,1969-05-05,La Plata,Argentina,60994,Silver,2022-10-11,2025-05-13,true,0
108,Mateo,González,mateo.gonzález108@email.com,+1 426-967-3961,1983-11-19,Neuquén,Uruguay,46243,Bronze,2022-11-04,2024-02-04,true,1
109,Gabriel,García,gabriel.garcía109@email.com,+1 284-504-1842,1979-12-01,Mar del Plata,Chile,58432,Gold,2021-08-06,2022-07-18,false,0
110,Mateo,González,mateo.gonzález110@email.com,+1 400-678-3423,1993-10-04,Córdoba,Argentina,97330,Bronze,2021-03-30,2022-04-12,true,0
111,Pedro,Torres,pedro.torres111@email.com,+1 403-946-3025,1997-11-13,Córdoba,Colombia,89564,Bronze,2023-11-09,2024-05-31,true,0
112,Lucía,García,lucía.garcía112@email.com,+1 523-703-7675,2005-04-14,Neuquén,Uruguay,77030,Gold,2020-04-22,2021-01-06,false,0
113,Lucía,Torres,lucía.torres113@email.com,+1 692-516-7305,2003-06-11,Córdoba,Argentina,44000,Bronze,2021-03-07,2022-01-12,true,1
114,Carlos,García,carlos.garcía114@email.com,+1 919-999-9089,1980-07-06,Córdoba,Argentina,85347,Platinum,2022-06-05,2024-10-16,true,0
115,Camila,Fernández,camila.fernández115@email.com,+1 960-378-7254,2003-05-23,Mendoza,Argentina,22914,Gold,2022-12-12,2025-10-28,true,1
116,Mateo,López,mateo.lópez116@email.com,+1 592-813-5552,1990-01-18,Mendoza,México,38327,Gold,2023-02-11,2024-07-24,true,1
117,Ana,García,ana.garcía117@email.com,+1 731-688-4034,2005-11-18,Córdoba,México,37173,Gold,2020-12-12,2023-07-12,false,0
118,Laura,Torres,laura.torres118@email.com,+1 794-902-5026,1965-07-22,Mar del Plata,Argentina,75396,Silver,2022-07-19,2023-05-03,true,1
119,Juan,González,juan.gonzález119@email.com,+1 626-834-2709,1973-03-12,Buenos Aires,Chile,38807,Silver,2022-05-16,2024-01-03,false,1
120,Martín,Rodríguez,martín.rodríguez120@email.com,+1 445-602-4428,1975-09-26,Rosario,México,18081,Platinum,2024-05-25,2025-06-28,true,0
121,Camila,Rodríguez,camila.rodríguez121@email.com,+1 783-219-2639,1989-01-26,Salta,Colombia,61349,Platinum,2022-01-03,2024-08-30,false,0
122,Juan,García,juan.garcía122@email.com,+1 322-121-2052,1974-10-24,Salta,Argentina,76123,Bronze,2023-04-05,2025-04-22,false,0
123,Valentina,González,valentina.gonzález123@email.com,+1 217-608-6094,1960-04-15,Santa Fe,Argentina,56418,Gold,2021-08-30,2023-11-30,true,0
124,Martín,Rodríguez,martín.rodríguez124@email.com,+1 653-644-8778,1994-04-14,Santa Fe,México,52350,Gold,2021-11-13,2024-08-08,true,0
125,Laura,Sánchez,laura.sánchez125@email.com,+1 918-638-7235,1991-02-28,Tucumán,Argentina,20714,Platinum,2024-05-27,2025-07-09,true,1
126,Sofía,Ramírez,sofía.ramírez126@email.com,+1 604-148-9798,1996-01-29,Mar del Plata,Argentina,26903,Gold,2022-05-06,2024-11-11,true,1
127,Carlos,González,carlos.gonzález127@email.com,+1 290-798-5829,1969-08-16,Buenos Aires,Colombia,97035,Bronze,2022-05-24,2023-01-26,true,1
128,Diego,Pérez,diego.pérez128@email.com,+1 959-215-5981,1977-06-06,Rosario,Argentina,30098,Bronze,2021-07-03,2022-03-06,true,1
129,Pedro,Sánchez,pedro.sánchez129@email.com,+1 887-522-5485,1962-10-05,Santa Fe,Uruguay,52959,Gold,2022-01-30,2024-01-06,true,0
130,Carlos,García,carlos.garcía130@email.com,+1 345-311-5363,1986-12-04,La Plata,México,18921,Bronze,2022-06-06,2025-06-12,true,0
131,Laura,López,laura.lópez131@email.com,+1 673-904-2473,1969-04-24,Córdoba,México,26387,Gold,2022-08-14,2025-06-08,true,0
132,Laura,García,laura.garcía132@email.com,+1 326-546-6968,1991-07-31,Santa Fe,Uruguay,26653,Bronze,2023-06-15,2023-07-29,true,1
133,Gabriel,Torres,gabriel.torres133@email.com,+1 571-434-4472,1998-09-20,Santa Fe,México,17719,Platinum,2022-03-31,2023-05-29,true,0
134,Martín,López,martín.lópez134@email.com,+1 398-448-3518,2005-02-13,Salta,Chile,76380,Bronze,2021-04-27,2021-05-11,false,0
135,Pedro,Ramírez,pedro.ramírez135@email.com,+1 317-693-6642,1977-10-28,Córdoba,México,80531,Platinum,2022-02-08,2022-07-10,true,0
136,Diego,García,diego.garcía136@email.com,+1 780-719-7395,1977-04-02,Salta,Uruguay,14166,Bronze,2021-12-22,2024-09-08,true,1
137,Sofía,González,sofía.gonzález137@email.com,+1 627-858-6379,1965-09-04,Mendoza,Uruguay,80278,Bronze,2022-04-16,2023-01-26,true,1
138,Lucas,Pérez,lucas.pérez138@email.com,+1 853-184-9111,1995-06-26,Santa Fe,Chile,80093,Platinum,2023-04-10,2023-06-11,true,0
139,Gabriel,Torres,gabriel.torres139@email.com,+1 624-498-7161,1998-02-04,Santa Fe,México,58524,Platinum,2022-06-19,2022-07-17,true,0
140,Camila,Fernández,camila.fernández140@email.com,+1 671-561-8820,1992-09-05,Mendoza,Argentina,19326,Platinum,2022-12-06,2024-05-23,true,1
141,Diego,Pérez,diego.pérez141@email.com,+1 684-246-5948,1963-11-13,Neuquén,Chile,90289,Silver,2023-02-09,2023-02-10,false,0
142,Gabriel,Torres,gabriel.torres142@email.com,+1 918-561-9038,1990-12-24,Santa Fe,Argentina,61171,Platinum,2024-03-12,2024-07-13,true,0
143,Gabriel,Pérez,gabriel.pérez143@email.com,+1 752-798-5321,1961-08-17,Neuquén,Colombia,12168,Silver,2021-12-30,2022-08-18,true,0
144,Ana,Rodríguez,ana.rodríguez144@email.com,+1 391-500-4450,1980-01-28,Córdoba,Uruguay,41590,Platinum,2023-04-13,2023-08-26,true,0
145,Lucas,González,lucas.gonzález145@email.com,+1 643-744-2925,1984-01-18,Neuquén,Argentina,40288,Platinum,2024-01-11,2025-07-05,true,1
146,Gabriel,Fernández,gabriel.fernández146@email.com,+1 492-152-4800,1966-03-10,Mendoza,Chile,17222,Gold,2022-06-20,2024-02-17,true,1
147,Camila,González,camila.gonzález147@email.com,+1 234-154-5935,1966-10-02,Córdoba,Argentina,23067,Platinum,2024-01-12,2025-12-14,false,1
148,Lucía,López,lucía.lópez148@email.com,+1 949-666-2200,1970-02-08,Neuquén,Chile,88644,Bronze,2020-06-12,2024-10-08,true,0
149,Valentina,Rodríguez,valentina.rodríguez149@email.com,+1 851-772-4674,2001-11-07,Córdoba,México,68686,Silver,2023-10-01,2024-10-21,false,0
150,Mateo,Fernández,mateo.fernández150@email.com,+1 745-804-3449,1985-10-14,Tucumán,México,47177,Bronze,2020-07-07,2022-04-27,true,0
151,Laura,García,laura.garcía151@email.com,+1 767-847-2708,1962-12-23,Neuquén,Argentina,98921,Platinum,2022-06-15,2024-08-06,true,0
152,Gabriel,Pérez,gabriel.pérez152@email.com,+1 316-329-7701,1984-05-11,Córdoba,Perú,79083,Bronze,2023-10-27,2024-01-20,false,0
153,Gabriel,Martínez,gabriel.martínez153@email.com,+1 410-761-5182,1979-01-19,Mendoza,Colombia,46561,Bronze,2020-08-07,2024-08-14,false,1
154,María,Pérez,maría.pérez154@email.com,+1 523-784-2203,1987-06-07,Córdoba,Argentina,80435,Gold,2021-02-24,2024-08-07,false,0
155,Martín,García,martín.garcía155@email.com,+1 960-334-7921,1975-10-13,Mendoza,Chile,21542,Silver,2021-03-31,2023-02-03,true,1
156,Lucas,Martínez,lucas.martínez156@email.com,+1 794-663-9574,1986-01-06,Tucumán,Chile,94412,Platinum,2020-02-21,2020-09-11,true,1
157,Laura,López,laura.lópez157@email.com,+1 429-126-6976,1977-01-14,Santa Fe,Chile,89916,Platinum,2020-08-21,2025-07-31,true,0
158,Lucas,González,lucas.gonzález158@email.com,+1 452-855-7918,1978-06-26,Santa Fe,Uruguay,37557,Bronze,2023-04-24,2025-05-30,true,0
159,María,Ramírez,maría.ramírez159@email.com,+1 666-737-1036,1978-10-13,Buenos Aires,Perú,49138,Gold,2022-01-11,2025-05-21,false,1
160,Martín,Pérez,martín.pérez160@email.com,+1 877-537-4575,1999-03-16,Mendoza,Argentina,15071,Silver,2023-02-22,2023-11-28,true,1
161,Lucas,López,lucas.lópez161@email.com,+1 782-260-5633,1983-04-26,Buenos Aires,Colombia,99351,Platinum,2021-11-04,2022-07-10,true,0
162,Pedro,Torres,pedro.torres162@email.com,+1 663-467-7981,1996-10-07,Mar del Plata,Colombia,87886,Gold,2021-02-10,2025-03-22,true,0
163,Pedro,Ramírez,pedro.ramírez163@email.com,+1 690-782-3855,1976-02-18,Rosario,Argentina,61083,Bronze,2023-09-12,2024-06-21,true,1
164,Juan,Martínez,juan.martínez164@email.com,+1 270-447-2088,2004-01-12,Tucumán,México,60976,Platinum,2020-05-13,2020-11-03,true,1
165,Camila,Rodríguez,camila.rodríguez165@email.com,+1 980-381-9070,1980-05-02,Córdoba,Perú,50525,Platinum,2021-01-30,2024-02-14,false,0
166,Ana,Rodríguez,ana.rodríguez166@email.com,+1 356-276-8859,1970-12-10,Córdoba,Uruguay,39616,Platinum,2020-12-10,2025-02-10,true,1
167,Laura,Martínez,laura.martínez167@email.com,+1 632-431-5793,1969-11-09,Mar del Plata,Chile,32599,Gold,2023-01-26,2025-09-18,true,1
168,Gabriel,López,gabriel.lópez168@email.com,+1 897-444-1321,1983-02-11,Córdoba,Uruguay,97435,Bronze,2023-01-25,2025-11-14,true,0
169,Mateo,Rodríguez,mateo.rodríguez169@email.com,+1 768-761-7204,1972-07-05,Neuquén,Chile,74564,Silver,2020-09-10,2022-10-03,true,1
170,Lucía,Ramírez,lucía.ramírez170@email.com,+1 861-164-6749,1986-12-08,Mendoza,México,42493,Platinum,2022-03-23,2024-10-23,false,0
171,Pedro,Ramírez,pedro.ramírez171@email.com,+1 719-779-8669,1968-10-14,Mendoza,Argentina,61691,Bronze,2024-04-26,2024-05-09,true,0
172,Martín,Ramírez,martín.ramírez172@email.com,+1 657-989-7209,1986-04-17,Salta,Perú,81284,Bronze,2022-09-15,2024-01-29,false,0
173,Carlos,Sánchez,carlos.sánchez173@email.com,+1 288-564-2960,2000-07-23,Salta,Uruguay,79102,Bronze,2021-08-24,2025-08-04,true,1
174,María,Rodríguez,maría.rodríguez174@email.com,+1 926-111-5017,1999-10-04,Santa Fe,Uruguay,77697,Bronze,2020-09-12,2022-07-08,true,1
175,Laura,Ramírez,laura.ramírez175@email.com,+1 808-778-9546,1960-10-03,Neuquén,Colombia,41302,Platinum,2023-08-07,2025-04-24,true,1
176,Gabriel,Torres,gabriel.torres176@email.com,+1 661-821-8415,1994-04-25,Salta,México,32800,Platinum,2023-05-23,2025-04-24,true,1
177,Camila,Rodríguez,camila.rodríguez177@email.com,+1 245-819-8844,1990-07-27,Tucumán,Argentina,89868,Bronze,2024-01-01,2024-06-15,true,0
178,Martín,Sánchez,martín.sánchez178@email.com,+1 430-791-4524,1991-06-15,Mar del Plata,Argentina,60460,Gold,2024-02-27,2024-06-23,false,0
179,Mateo,Torres,mateo.torres179@email.com,+1 984-985-6229,1976-02-24,Córdoba,Argentina,80677,Bronze,2022-06-05,2025-09-29,true,1
180,Laura,Rodríguez,laura.rodríguez180@email.com,+1 202-794-3888,1974-02-10,Rosario,Perú,34077,Bronze,2022-07-25,2024-10-28,true,0
